,Unnamed: 0,declined,valueClient,extraCost,valueResources,net,processDuration,daysOnContact,daysOnInterview,daysOnSendCV,daysOnReturn,daysOnCSchedule,daysOnCRealized,cluster
1009,1009,0,14784.0,0.0,10080.0,1983.744,32,0,0,0,0,0,0,0
1010,1010,0,10080.0,0.0,6720.0,1505.28,11,0,0,0,0,0,0,0
1011,1011,0,13104.0,0.0,7980.0,2712.864,33,0,0,0,0,0,0,0
1012,1012,0,11592.0,0.0,9240.0,219.072,18,0,0,0,0,0,0,0
1013,1013,0,11760.0,0.0,6888.0,2708.16,19,0,0,0,0,0,0,0
1014,1014,0,11760.0,0.0,6888.0,2708.16,11,0,0,0,0,0,0,0
1015,1015,0,12600.0,0.0,9240.0,1041.6,27,0,0,0,0,0,0,0
1016,1016,0,10416.0,0.0,5376.0,3123.456,5,0,0,0,0,0,0,0
1017,1017,0,10416.0,0.0,6720.0,1779.456,6,0,0,0,0,0,0,0
1018,1018,0,11760.0,0.0,10599.12,-1002.96,32,0,0,0,0,0,0,0
1019,1019,0,10416.0,0.0,6720.0,1779.456,19,0,0,0,0,0,0,0
1020,1020,0,10080.0,0.0,5600.0,-1294.72,20,0,0,0,0,0,0,0
1021,1021,0,10080.0,0.0,5600.0,-1294.72,13,0,0,0,0,0,0,0
1022,1022,0,4670.4,0.0,3612.0,199.0464,21,0,0,0,0,0,0,0
1023,1023,0,10416.0,0.0,7560.0,939.456,9,0,0,0,0,0,0,0
1024,1024,0,9408.0,0.0,6300.0,1376.928,76,0,0,0,0,0,0,0
1025,1025,0,5812.69,0.0,1700.0,1768.15504,33,0,0,0,0,0,0,0
1026,1026,0,5812.69,0.0,1700.0,1768.15504,47,0,0,0,0,0,0,0
1027,1027,0,11760.0,0.0,7560.0,2036.16,4,0,0,0,0,0,0,0
1028,1028,0,11424.0,0.0,6800.0,-2238.016,40,0,0,0,0,0,0,0
1029,1029,0,9530.07,0.0,2570.83,3277.58462,22,0,0,0,0,0,0,0
1030,1030,0,11290.32,0.0,3574.38,2957.73612,12,0,0,0,0,0,0,0
1031,1031,0,5812.69,0.0,1700.0,1768.15504,40,0,0,0,0,0,0,0
1032,1032,0,12600.0,0.0,8400.0,1881.6,40,0,0,0,0,0,0,0
1033,1033,0,14280.0,0.0,9240.0,2412.48,48,0,0,0,0,0,0,0
1034,1034,0,8568.0,0.0,5040.0,1951.488,21,0,0,0,0,0,0,0
1035,1035,0,10584.0,0.0,7224.0,1412.544,39,0,0,0,0,0,0,0
1036,1036,0,10920.0,0.0,4500.0,1035.72,41,0,0,0,0,0,0,0
1037,1037,0,10416.0,0.0,6000.0,-1700.544,7,0,0,0,0,0,0,0
1038,1038,0,4704.0,0.0,3024.0,814.4639999999998,15,0,0,0,0,0,0,0
1039,1039,0,20496.0,0.0,14280.0,2444.736,9,0,0,0,0,0,0,0
1040,1040,0,17808.0,0.0,11928.0,2603.328,25,0,0,0,0,0,0,0
1041,1041,0,16800.0,0.0,12600.0,1108.8,11,0,0,0,0,0,0,0
1042,1042,0,8672.16,0.0,6384.0,692.4825599999998,13,0,0,0,0,0,0,0
1043,1043,0,7805.28,0.0,6048.0,321.10848,6,0,0,0,0,0,0,0
1044,1044,0,7250.0,0.0,2500.0,1541.0,17,0,0,0,0,0,0,0
1045,1045,0,11928.0,0.0,8064.0,1669.2479999999996,24,0,0,0,0,0,0,0
1046,1046,0,5376.0,0.0,3696.0,690.816,20,0,0,0,0,0,0,0
1047,1047,0,12012.0,0.0,7644.0,2157.792,7,0,0,0,0,0,0,0
1048,1048,0,10080.0,0.0,6000.0,-1974.72,45,0,0,0,0,0,0,0
1049,1049,0,8672.16,0.0,6720.0,356.4825600000001,11,0,0,0,0,0,0,0
1050,1050,0,6552.0,0.0,3360.0,1986.432,25,0,0,0,0,0,0,0
1051,1051,0,14448.0,0.0,9240.0,2549.568,21,0,0,0,0,0,0,0
1052,1052,0,5544.0,0.0,3864.0,659.904,7,0,0,0,0,0,0,0
1053,1053,0,17562.72,0.0,7902.72,6428.45952,32,0,0,0,0,0,0,0
1054,1054,0,4927.44,0.0,3360.0,660.7910400000002,9,0,0,0,0,0,0,0
1055,1055,0,9530.0,0.0,2600.0,3226.48,6,0,0,0,0,0,0,0
1056,1056,0,12180.0,0.0,7224.0,2714.88,17,0,0,0,0,0,0,0
1057,1057,0,0.0,0.0,10920.0,0.0,11,0,0,0,0,0,0,0
1058,1058,0,15120.0,0.0,11088.0,1249.92,28,0,0,0,0,0,0,0
1059,1059,0,4536.0,0.0,2500.0,-673.6239999999998,11,0,0,0,0,0,0,0
1060,1060,0,9240.0,0.0,3964.8,3575.04,27,0,0,0,0,0,0,0
1061,1061,0,11290.32,0.0,3574.38,2957.73612,21,0,0,0,0,0,0,0
1062,1062,0,11290.32,0.0,3574.38,2957.73612,20,0,0,0,0,0,0,0
1063,1063,0,11290.32,0.0,3574.38,2957.73612,20,0,0,0,0,0,0,0
1064,1064,0,12961.2,0.0,6000.0,376.3392,4,0,0,0,0,0,0,0
1065,1065,0,14280.0,0.0,10248.0,1404.48,19,0,0,0,0,0,0,0
1066,1066,0,14999.04,0.0,6998.88,5240.33664,27,0,0,0,0,0,0,0
1067,1067,0,9072.0,0.0,5376.0,2026.752,10,0,0,0,0,0,0,0
1068,1068,0,11449.2,0.0,7728.0,1614.5472,10,0,0,0,0,0,0,0
1069,1069,0,5812.69,0.0,1700.0,1768.15504,14,0,0,0,0,0,0,0
1070,1070,0,14280.0,0.0,9240.0,2412.48,14,0,0,0,0,0,0,0
1071,1071,0,6888.0,0.0,4704.0,916.608,20,0,0,0,0,0,0,0
1072,1072,0,9408.0,0.0,4000.0,676.928,93,0,0,0,0,0,0,0
1073,1073,0,16128.0,0.0,10920.0,2240.448,25,0,0,0,0,0,0,0
1074,1074,0,4444.0,0.0,1300.0,1351.304,6,0,0,0,0,0,0,0
1075,1075,0,11340.0,0.0,8000.16,1253.28,34,0,0,0,0,0,0,0
1076,1076,0,4444.0,0.0,1300.0,1351.304,2,0,0,0,0,0,0,0
1077,1077,0,4662.0,0.0,3612.0,192.192,12,0,0,0,0,0,0,0
1078,1078,0,6384.0,0.0,8600.0,-3390.656,14,0,0,0,0,0,0,0
1079,1079,0,9240.0,0.0,6720.0,819.84,39,0,0,0,0,0,0,0
1080,1080,0,4444.0,0.0,1300.0,1351.304,1,0,0,0,0,0,0,0
1081,1081,0,11760.0,0.0,8400.0,1196.16,9,0,0,0,0,0,0,0
1082,1082,0,4922.4,0.0,3813.6,203.0784,20,0,0,0,0,0,0,0
1083,1083,0,4922.4,0.0,3000.0,-1233.3216,17,0,0,0,0,0,0,0
1084,1084,0,11760.0,0.0,9072.0,524.16,13,0,0,0,0,0,0,0
1085,1085,0,18480.0,0.0,9240.0,5839.68,8,0,0,0,0,0,0,0
1086,1086,0,13944.0,0.0,9744.0,1634.304,6,0,0,0,0,0,0,0
1087,1087,0,4922.4,0.0,6000.96,-1984.2816,4,0,0,0,0,0,0,0
1088,1088,0,17472.0,0.0,10248.0,4009.152,3,0,0,0,0,0,0,0
1089,1089,0,12936.0,0.0,8232.0,2323.776,36,0,0,0,0,0,0,0
1090,1090,0,12936.0,0.0,8232.0,2323.776,36,0,0,0,0,0,0,0
1091,1091,0,9240.0,0.0,1800.0,4389.84,7,0,0,0,0,0,0,0
1092,1092,0,9072.0,0.0,5000.0,-1097.248,14,0,0,0,0,0,0,0
1093,1093,0,11172.0,0.0,7560.0,1556.352,33,0,0,0,0,0,0,0
1094,1094,0,8904.0,0.0,5849.76,1415.904,25,0,0,0,0,0,0,0
1095,1095,0,5789.28,0.0,4485.6,238.45248,14,0,0,0,0,0,0,0
1096,1096,0,11760.0,0.0,8400.0,1196.16,3,0,0,0,0,0,0,0
1097,1097,0,12670.56,0.0,10080.0,259.17696,17,0,0,0,0,0,0,0
1098,1098,0,8240.4,0.0,6384.0,340.1664,1,0,0,0,0,0,0,0
1099,1099,0,11424.0,0.0,7500.0,-3428.016,30,0,0,0,0,0,0,0
1100,1100,0,11424.0,0.0,8400.0,921.984,25,0,0,0,0,0,0,0
1101,1101,0,11424.0,0.0,8400.0,921.984,25,0,0,0,0,0,0,0
1102,1102,0,10080.0,0.0,6888.0,1337.28,16,0,0,0,0,0,0,0
1103,1103,0,16464.0,0.0,10920.0,2514.624,16,0,0,0,0,0,0,0
1104,1104,0,12768.0,0.0,7560.0,2858.688,6,0,0,0,0,0,0,0
1105,1105,0,12768.0,0.0,5880.0,4538.688,6,0,0,0,0,0,0,0
1106,1106,0,10584.0,0.0,7392.0,1244.544,24,0,0,0,0,0,0,0
1107,1107,0,16464.0,0.0,10920.0,2514.624,24,0,0,0,0,0,0,0
1108,1108,0,9744.0,0.0,6384.0,1567.104,56,0,0,0,0,0,0,0
1109,1109,0,11256.0,0.0,7392.0,1792.896,55,0,0,0,0,0,0,0
1110,1110,0,10584.0,0.0,6888.0,1748.544,23,0,0,0,0,0,0,0
1111,1111,0,5789.28,0.0,4485.6,238.45248,7,0,0,0,0,0,0,0
1112,1112,0,6115.2,0.0,4704.0,286.0032,34,0,0,0,0,0,0,0
1113,1113,0,13440.0,0.0,8400.0,2567.04,19,0,0,0,0,0,0,0
1114,1114,0,4444.0,0.0,1300.0,1351.304,12,0,0,0,0,0,0,0
1115,1115,0,4444.0,0.0,1300.0,1351.304,12,0,0,0,0,0,0,0
1116,1116,0,12768.0,0.0,6216.0,4202.688,13,0,0,0,0,0,0,0
1117,1117,0,11272.8,0.0,8064.0,1134.6048,4,0,0,0,0,0,0,0
1118,1118,0,15288.0,0.0,9240.0,3235.008,8,0,0,0,0,0,0,0
1119,1119,0,14952.0,0.0,9408.0,2792.832000000001,42,0,0,0,0,0,0,0
1120,1120,0,12768.0,0.0,7896.0,2522.688,14,0,0,0,0,0,0,0
1121,1121,0,10264.8,0.0,7896.0,480.0768,10,0,0,0,0,0,0,0
1122,1122,0,10768.8,0.0,6998.88,1788.4608,24,0,0,0,0,0,0,0
1123,1123,0,4336.08,0.0,3360.0,178.24128000000005,63,0,0,0,0,0,0,0
1124,1124,0,16800.0,0.0,4200.0,6358.8,35,0,0,0,0,0,0,0
1125,1125,0,4336.08,0.0,3360.0,178.24128000000005,63,0,0,0,0,0,0,0
1126,1126,0,16800.0,0.0,10000.0,-3291.2,4,0,0,0,0,0,0,0
1127,1127,0,12356.4,0.0,9576.0,506.8224,31,0,0,0,0,0,0,0
1128,1128,0,9240.0,0.0,6216.0,1323.84,49,0,0,0,0,0,0,0
1129,1129,0,12689.04,0.0,8400.0,-3925.74336,84,0,0,0,0,0,0,0
1130,1130,0,15120.0,0.0,5040.0,7297.92,34,0,0,0,0,0,0,0
1131,1131,0,17918.88,0.0,13440.0,1181.80608,29,0,0,0,0,0,0,0
1132,1132,0,7560.0,0.0,2000.0,2668.96,13,0,0,0,0,0,0,0
1133,1133,0,21000.0,0.0,10080.0,7056.0,44,0,0,0,0,0,0,0
1134,1134,0,8736.0,0.0,3360.0,3768.576,10,0,0,0,0,0,0,0
1135,1135,0,17562.72,0.0,8736.0,5595.1795200000015,33,0,0,0,0,0,0,0
1136,1136,0,16464.0,0.0,6000.0,3234.6240000000007,34,0,0,0,0,0,0,0
1137,1137,0,12600.0,0.0,8400.0,1881.6,38,0,0,0,0,0,0,0
1138,1138,0,16464.0,0.0,6500.0,2384.624,52,0,0,0,0,0,0,0
1139,1139,0,16464.0,0.0,6500.0,2384.624,61,0,0,0,0,0,0,0
1140,1140,0,17976.0,0.0,12600.0,2068.416,11,0,0,0,0,0,0,0
1141,1141,0,13272.0,0.0,8064.0,2765.952,21,0,0,0,0,0,0,0
1142,1142,0,11424.0,0.0,6720.0,2601.984,27,0,0,0,0,0,0,0
1143,1143,0,11424.0,0.0,7896.0,1425.984,35,0,0,0,0,0,0,0
1144,1144,0,14448.0,0.0,11000.0,-6910.432,76,0,0,0,0,0,0,0
1145,1145,0,0.0,0.0,8400.0,0.0,15,0,0,0,0,0,0,0
1146,1146,0,11928.0,0.0,11760.0,-2026.752,33,0,0,0,0,0,0,0
1147,1147,0,10416.0,0.0,7224.0,1275.456,48,0,0,0,0,0,0,0
1148,1148,0,20496.0,0.0,13608.0,3116.736,5,0,0,0,0,0,0,0
1149,1149,0,10584.0,0.0,6888.0,1748.544,23,0,0,0,0,0,0,0
1150,1150,0,7728.0,0.0,4200.0,2106.048,20,0,0,0,0,0,0,0
1151,1151,0,21000.0,0.0,13440.0,3696.0,46,0,0,0,0,0,0,0
1152,1152,0,16800.0,0.0,1512.0,12133.8,54,0,0,0,0,0,0,0
1153,1153,0,15960.0,0.0,9240.0,3783.36,22,0,0,0,0,0,0,0
1154,1154,0,17808.0,0.0,7200.0,2291.328,67,0,0,0,0,0,0,0
1155,1155,0,13440.0,0.0,7896.0,3071.04,28,0,0,0,0,9,0,0
1156,1156,0,0.0,0.0,11256.0,0.0,19,0,0,0,1,5,6,0
1157,1157,0,4336.08,0.0,3360.0,178.24128000000005,3,0,0,0,0,0,0,0
1158,1158,0,9240.0,0.0,2100.0,3864.84,6,0,0,0,0,0,0,0
1159,1159,0,4336.08,0.0,3360.0,178.24128000000005,9,0,1,0,0,2,1,0
1160,1160,0,7560.0,0.0,4872.0,1296.96,14,0,1,0,0,4,4,0
1161,1161,0,13440.0,0.0,8400.0,2567.04,8,0,0,0,0,3,0,0
1162,1162,0,16464.0,0.0,10920.0,2514.624,36,0,0,0,0,0,4,0
1163,1163,0,13776.0,0.0,9576.0,1665.216,35,0,0,3,0,3,7,1
1164,1164,0,11424.0,0.0,7560.0,1761.984,37,0,0,0,2,5,16,1
1165,1165,0,12096.0,0.0,7560.0,2310.336,34,0,3,3,1,3,7,1
1166,1166,0,15456.0,0.0,10080.0,12507.096,10,0,0,0,0,0,0,0
1167,1167,0,11854.84,0.0,4200.0,2323.54944,15,0,0,0,0,0,7,0
1168,1168,0,16632.0,0.0,6500.0,2521.712,62,0,0,0,0,0,0,0
1169,1169,0,13776.0,0.0,9240.0,2001.216,34,0,0,1,3,2,6,0
1170,1170,0,0.0,0.0,2500.0,0.0,50,0,0,0,0,2,5,0
1171,1171,0,4840.77,0.0,1300.0,1675.06832,5,0,3,0,0,0,0,0
1172,1172,0,9744.0,0.0,6720.0,1231.104,18,0,0,0,4,4,5,0
1173,1173,0,13440.0,0.0,9072.0,1895.04,43,0,6,6,3,4,9,1
1174,1174,0,0.0,0.0,7056.0,0.0,29,0,1,0,3,7,7,1
1175,1175,0,15960.0,0.0,11424.0,1599.36,2,0,0,0,0,0,0,0
1176,1176,0,7224.0,0.0,5599.44,295.344,2,0,0,0,0,0,0,0
1177,1177,0,10920.0,0.0,8400.0,510.72,10,0,0,0,0,0,0,0
1178,1178,0,10797.36,0.0,8305.92,504.72576,10,0,0,0,0,0,0,0
1179,1179,0,10920.0,0.0,8400.0,510.72,10,0,0,0,0,0,0,0
1180,1180,0,9391.2,0.0,6720.0,943.2192,25,0,0,0,0,6,18,1
1181,1181,0,11760.0,0.0,9000.0,-5703.84,16,0,0,0,0,0,0,0
1182,1182,0,10080.0,0.0,5880.0,2345.28,5,11,0,0,0,0,0,1
1183,1183,0,0.0,0.0,5376.0,0.0,10,0,0,0,0,3,2,0
1184,1184,0,14280.0,0.0,8400.0,3252.48,21,0,0,2,0,5,0,0
1185,1185,0,10920.0,0.0,9240.0,-329.28,204,0,0,0,0,0,0,1
1186,1186,0,3500.0,0.0,2500.0,-1519.0,11,0,0,0,0,0,0,0
1187,1187,0,7728.0,0.0,2500.0,1931.048,21,0,0,0,1,3,6,0
1188,1188,0,12768.0,0.0,8400.0,2018.688,13,0,0,0,0,0,0,0
1189,1189,0,4999.68,0.0,3749.76,329.97888,10,0,0,0,0,0,0,0
1190,1190,0,4349.52,0.0,2499.84,1049.3683199999996,4,0,0,0,0,0,0,0
1191,1191,0,10649.52,0.0,8600.0,90.00832,26,1,0,0,6,2,0,0
1192,1192,0,0.0,0.0,5628.0,0.0,12,0,0,0,0,0,0,0
1193,1193,0,10920.0,0.0,8400.0,510.72,8,0,0,0,0,0,0,0
1194,1194,0,10920.0,0.0,8400.0,510.72,1,0,0,0,0,0,0,0
1195,1195,0,10920.0,0.0,8400.0,510.72,1,0,0,0,0,0,0,0
1196,1196,0,23400.0,0.0,10000.0,2094.4,405,0,0,0,0,0,0,1
1197,1197,0,9240.0,0.0,6216.0,1323.84,33,0,0,0,0,0,0,0
1198,1198,0,12600.0,0.0,9240.0,1041.6,20,0,0,0,0,0,0,0
1199,1199,0,11329.92,0.0,6750.24,2494.97472,14,0,0,0,0,0,0,0
1200,1200,0,16464.0,0.0,9240.0,4194.624,20,0,0,0,0,0,0,0
1201,1201,0,12096.0,0.0,7224.0,2646.336,38,0,0,0,0,0,0,0
1202,1202,0,0.0,0.0,4500.0,0.0,305,0,0,0,0,0,0,1
1203,1203,0,21999.6,0.0,8999.76,8951.9136,11,0,0,0,0,0,0,0
1204,1204,0,0.0,0.0,6300.0,0.0,28,0,0,0,0,0,0,0
1205,1205,0,0.0,0.0,10248.0,0.0,20,0,0,0,0,0,0,0
1206,1206,0,20628.72,0.0,10080.0,6753.03552,27,0,0,0,0,0,0,0
1207,1207,0,21170.0,0.0,8500.0,2824.72,21,0,0,0,0,0,0,0
1208,1208,0,16800.0,0.0,8220.86,1118.03696,26,0,0,0,0,0,0,0
1209,1209,0,0.0,0.0,13776.0,0.0,21,0,0,0,0,0,0,0
1210,1210,0,18999.12,0.0,12694.08,2809.20192,48,0,0,0,0,0,0,0
1211,1211,0,12432.0,0.0,8736.0,1408.5120000000004,6,0,0,0,0,1,2,0
1212,1212,0,16800.0,0.0,4800.0,652.8,16,0,0,0,0,0,0,0
1213,1213,0,16800.0,0.0,8197.0,-226.1,95,0,0,4,0,71,0,1
1214,1214,0,20200.0,0.0,8000.0,2883.2,54,0,0,0,0,0,0,0
1215,1215,0,14616.0,0.0,7056.0,4870.656,19,0,0,0,0,0,0,0
1216,1216,0,18984.0,0.0,11998.56,3492.384,19,0,1,0,0,0,0,0
1217,1217,0,16800.0,0.0,10920.0,2788.8,19,0,1,1,4,2,1,0
1218,1218,0,12600.0,0.0,8064.0,2217.6,10,0,0,0,0,0,0,0
1219,1219,0,9240.0,0.0,5880.0,1659.84,13,0,1,0,1,1,0,0
1220,1220,0,15708.0,0.0,9240.0,3577.728,31,0,0,0,7,2,4,0
1221,1221,0,15002.4,0.0,10080.0,2161.9584,28,0,0,0,4,4,6,0
1222,1222,0,6741.07,0.0,2300.0,1475.71312,21,0,0,0,3,1,0,0
1223,1223,0,15120.0,0.0,6727.0,823.3848,5,0,0,0,0,0,0,0
1224,1224,0,0.0,0.0,12768.0,0.0,35,0,0,0,0,0,0,0
1225,1225,0,0.0,0.0,18480.0,0.0,45,0,0,0,0,0,0,0
1226,1226,0,25000.0,0.0,11000.0,1700.0,12,0,0,0,0,0,0,0
1227,1227,0,0.0,0.0,10080.0,0.0,7,0,0,0,0,0,0,0
1228,1228,0,10920.0,0.0,6384.0,2526.72,41,0,0,0,0,3,1,0
1229,1229,0,16800.0,0.0,4000.0,6708.8,21,0,1,0,2,1,3,0
1230,1230,0,20000.0,0.0,8000.0,2720.0,5,0,0,1,1,0,0,0
1231,1231,0,0.0,0.0,13440.0,0.0,8,0,0,0,7,0,0,0
1232,1232,0,16013.76,0.0,7000.0,1167.22816,31,0,0,0,0,6,14,1
1233,1233,0,11424.0,0.0,6720.0,2601.984,27,0,6,0,7,2,0,1
1234,1234,0,16800.0,0.0,10500.0,1428.0,14,0,0,0,0,0,0,0
1235,1235,0,25000.0,0.0,11000.0,1700.0,61,0,0,0,0,7,9,1
1236,1236,0,10920.0,0.0,8064.0,846.72,18,0,0,0,11,0,0,0
1237,1237,0,10920.0,0.0,7560.0,1350.72,12,0,0,0,11,0,0,0
1238,1238,0,9240.0,0.0,6384.0,1155.84,15,0,0,0,8,2,0,0
1239,1239,0,9525.0,0.0,10000.0,-9227.6,7,0,0,0,0,0,0,0
1240,1240,0,8400.0,0.0,5040.0,1814.4,24,0,0,0,4,8,0,0
1241,1241,0,0.0,0.0,7000.0,0.0,1,0,0,0,0,0,0,0
1242,1242,0,15120.0,0.0,7924.3,969.93432,19,0,1,0,0,1,4,0
1243,1243,0,5880.0,0.0,1141.0,2801.33,14,0,0,0,7,6,1,0
1244,1244,0,10920.0,0.0,8400.0,510.72,28,0,0,0,2,6,6,0
1245,1245,0,0.0,0.0,4200.0,0.0,2,0,1,1,0,0,0,0
1246,1246,0,0.0,0.0,2681.77,0.0,20,0,1,0,15,0,0,0
1247,1247,0,14784.0,0.0,10080.0,1983.744,12,0,0,0,0,0,0,0
1248,1248,0,17976.0,0.0,10920.0,1589.0784,13,0,0,0,1,6,2,0
1249,1249,0,15120.0,0.0,6857.0,681.02,52,0,1,1,33,3,0,1
1250,1250,0,15120.0,0.0,4890.24,598.565376,43,0,0,1,3,4,16,1
1251,1251,0,16800.0,0.0,7978.55,1085.0828,34,0,2,8,6,5,6,1
1252,1252,0,10920.0,0.0,8400.0,510.72,66,0,5,2,40,6,1,1
1253,1253,0,9240.0,0.0,2250.0,3602.34,17,0,0,3,4,4,0,0
1254,1254,0,7560.0,0.0,5040.0,1128.96,26,0,0,1,4,2,7,0
1255,1255,0,11424.0,0.0,7896.0,1425.984,15,0,0,1,3,2,2,0
1256,1256,0,17850.0,0.0,5000.0,6065.6,34,0,1,1,0,6,9,1
1257,1257,0,15926.4,0.0,8904.0,4091.9424,24,0,3,1,3,0,0,1
1258,1258,0,12012.0,0.0,9744.0,57.792,15,0,0,0,7,0,0,0
1259,1259,0,12448.8,0.0,11928.0,-1769.7792,21,0,0,0,7,0,0,0
1260,1260,0,4499.04,0.0,2499.84,1171.37664,36,0,1,1,1,8,18,1
1261,1261,0,9576.0,0.0,6720.0,1094.016,24,0,0,0,11,2,6,0
1262,1262,0,10920.0,0.0,8400.0,510.72,6,0,0,0,1,0,0,0
1263,1263,0,21957.6,0.0,10080.0,7837.4016,19,0,4,1,0,1,8,1
1264,1264,0,4200.0,0.0,3000.0,-1822.8,5,0,0,0,0,0,0,0
1265,1265,0,21840.0,0.0,10920.0,6901.44,24,0,0,0,13,0,0,0
1266,1266,0,21957.6,0.0,10080.0,7837.4016,5,0,0,0,0,3,0,0
1267,1267,0,19756.8,0.0,8000.0,2521.5488,10,0,0,0,0,0,3,0
1268,1268,0,21957.6,0.0,10080.0,7837.4016,5,0,0,0,0,3,0,0
1269,1269,0,15120.0,0.0,8200.0,1003.68,19,0,0,0,0,6,0,0
1270,1270,0,6468.0,0.0,4368.0,909.888,7,0,0,0,1,4,0,0
1271,1271,0,10920.0,0.0,8400.0,510.72,5,0,0,0,0,0,0,0
1272,1272,0,23520.0,0.0,11760.0,7432.32,14,0,1,0,3,3,1,0
1273,1273,0,15960.0,0.0,9240.0,3783.36,14,0,0,0,7,2,1,0
1274,1274,0,16800.0,0.0,10000.0,1360.0,27,0,0,0,0,6,0,0
1275,1275,0,19000.0,0.0,13440.0,2064.0,19,0,0,0,5,7,0,0
1276,1276,0,8400.0,0.0,5040.0,1814.4,32,0,0,0,6,5,0,0
1277,1277,0,20496.0,0.0,9828.0,6896.736,36,0,1,4,10,5,0,1
1278,1278,0,11424.0,0.0,10080.0,-758.0160000000002,20,0,8,0,0,3,0,1
1279,1279,0,16800.0,0.0,10000.0,1360.0,14,0,1,0,1,1,0,0
1280,1280,0,11424.0,0.0,5040.0,4281.984,33,0,8,0,0,6,0,1
1281,1281,0,15960.0,0.0,9240.0,3783.36,14,0,0,1,1,1,5,0
1282,1282,0,10920.0,0.0,8064.0,846.72,32,0,2,4,3,5,7,1
1283,1283,0,10920.0,0.0,8064.0,846.72,37,0,0,1,19,1,7,1
1284,1284,0,16800.0,0.0,28147.23,3828.02328,91,0,8,8,0,15,40,1
1285,1285,0,14112.0,0.0,9240.0,2275.3920000000007,3,0,0,0,0,0,0,0
1286,1286,0,16800.0,0.0,1200.0,163.2,24,0,2,0,4,2,2,1
1287,1287,0,27000.0,0.0,11000.0,3332.0,27,0,0,0,0,1,12,0
1288,1288,0,10920.0,0.0,9576.0,-665.28,13,0,0,0,5,7,0,0
1289,1289,0,8904.0,0.0,6048.0,1217.664,2,0,0,0,0,0,0,0
1290,1290,0,9206.4,0.0,6132.0,1380.4224,7,0,0,0,0,0,0,0
1291,1291,0,12667.2,0.0,9744.0,592.4352,2,0,0,0,0,0,0,0
1292,1292,0,13104.0,0.0,10080.0,612.864,39,0,0,0,20,8,5,1
1293,1293,0,12012.0,0.0,11760.0,-1958.208,34,0,1,5,9,15,0,1
1294,1294,0,12012.0,0.0,10080.0,-278.208,3,0,0,0,0,0,0,0
1295,1295,0,10920.0,0.0,6500.0,-2139.28,25,0,4,0,9,1,0,1
1296,1296,0,16800.0,0.0,7500.0,1020.0,13,0,1,0,0,1,4,0
1297,1297,0,16800.0,0.0,10000.0,1360.0,14,0,0,0,2,2,0,0
1298,1298,0,16800.0,0.0,10000.0,1360.0,22,0,2,0,6,5,0,1
1299,1299,0,16800.0,0.0,10000.0,1360.0,29,0,2,7,6,5,0,1
1300,1300,0,16464.0,0.0,10920.0,2514.624,10,0,0,0,0,0,3,0
1301,1301,0,14196.0,0.0,10920.0,663.936,45,0,0,0,20,2,0,1
1302,1302,0,21504.0,0.0,14112.0,3435.264,21,0,1,0,0,3,5,0
1303,1303,0,16800.0,0.0,10582.82,1439.26352,68,0,2,7,0,33,14,1
1304,1304,0,16665.0,0.0,6700.0,2208.64,55,0,1,0,1,3,17,1
1305,1305,0,16296.0,0.0,9240.0,4057.536,17,0,4,3,4,2,0,1
1306,1306,0,16800.0,0.0,5929.7,806.4392,35,0,2,6,14,0,2,1
1307,1307,0,11760.0,0.0,13440.0,-3843.84,67,0,0,4,30,5,18,1
1308,1308,0,16800.0,0.0,6435.0,875.16,28,0,7,0,2,2,1,1
1309,1309,0,16800.0,0.0,7000.0,952.0,53,0,4,9,23,5,1,1
1310,1310,0,16800.0,0.0,10000.0,1360.0,33,0,0,0,0,7,13,1
1311,1311,0,11424.0,0.0,7896.0,1425.984,20,0,2,0,0,1,0,0
1312,1312,0,16464.0,0.0,10248.0,3186.6240000000007,12,0,0,0,0,0,0,0
1313,1313,0,4499.04,0.0,2538.48,1132.73664,26,0,5,7,1,7,5,1
1314,1314,0,11575.2,0.0,14280.0,-4834.6368,28,0,0,1,1,12,0,1
1315,1315,0,17472.0,0.0,8000.0,657.1519999999998,25,0,0,0,5,5,1,0
1316,1316,0,10920.0,0.0,8400.0,510.72,21,0,0,0,2,10,1,0
1317,1317,0,14952.0,0.0,8400.0,3800.832,14,0,0,0,1,6,1,0
1318,1318,0,10920.0,0.0,8400.0,510.72,13,0,0,0,0,0,0,0
1319,1319,0,10920.0,0.0,7896.0,1014.72,45,0,1,0,0,2,6,0
1320,1320,0,12667.2,0.0,9408.0,928.4352,26,0,0,0,2,5,1,0
1321,1321,0,11356.8,0.0,8736.0,531.1488,40,0,4,0,20,2,9,1
1322,1322,0,0.0,0.0,4200.0,0.0,70,0,0,18,0,0,0,1
1323,1323,0,10920.0,0.0,14000.0,-14889.28,25,0,0,0,1,5,5,0
1324,1324,0,13944.0,0.0,9240.0,2138.304,35,0,0,0,6,1,13,1
1325,1325,0,16800.0,0.0,1000.0,136.0,10,0,0,0,0,0,0,0
1326,1326,0,16800.0,0.0,5000.0,680.0,17,0,0,0,3,0,4,0
1327,1327,0,11571.84,0.0,6499.92,2942.70144,28,0,2,0,9,10,0,1
1328,1328,0,6786.72,0.0,1800.0,2387.96352,17,0,0,0,4,2,4,0
1329,1329,0,12600.0,0.0,8736.0,1545.6,28,0,2,0,2,3,3,1
1330,1330,0,6786.72,0.0,1800.0,2387.96352,5,0,0,0,0,0,0,0
